S.No,Group No,Group,Name of Cement Company,Year,Plant Status,Unit,Location,Latitude,Longitude,Zone,State,Line #,Clinker Guaranteed Capacity (TPD),Clinker Present Capacity (i.e. Operating) (TPD),Clinker Potential Capacity (TPD),"Kiln
D x L",Pyro Supplier,Clinker Present Capacity (i.e. Operating) @ 330 Days (MTPA),Cement Production (MTPA) @ 1.36 Factor @ Present Operating Clinker Capacity @ 330 Days,Cement Mill Supplier,Cement Mill Model,Guaranteed Capacity,Guaranteed / Operating Capacity (PPC),Cement Production @ 330 x 21 Hours (MTPA),Cement Production @ 345 x 22 Hours (MTPA)
275,8,CRH,Sree JayaJyothi Cement,,EXISTING,IU,Banaganapalli,15.36368,78.216982,South,Andhra Pradesh,Line-1,4500,6000,6000,4.4 x 65,LNVT,1.98,2.69,Loesche,"LM 46.2 + 2 S 
LM 56.3 + 3 C","75 TPH OPC
305 TPH OPC", 466 , 3.2 , 3.5 
276,8,CRH,My Home Industries,,EXISTING,GU,Vizag,17.502627,82.771929,South,Andhra Pradesh,Line-1,,,,,,,,Loesche,LM 53.3+3C/S,180 TPH PSC @ 3800 Blaine, 180 , 1.2 , 1.4 
277,8,CRH,My Home Industries,,EXISTING,GU,Tuticorin,8.893278,78.133383,South,Tamilnadu,Line-1,,,,,,,,FLS,BM - 5.0 x 15.0 m,182, 182 , 1.3 , 1.4 
278,23,Rain Industries Ltd.,Rain Commodities,,EXISTING,IU,"Racherla, Kurnool",15.220286,77.931887,South,Andhra Pradesh,Line-1,1800,2000,2000,3.2 x 48,WIL,0.66,0.90,Fuller KCP,BM - 3.5 x 10.9 m (1700 KW),"40 TPH OPC (Guarantee)
50 TPH OPC (Operating)
65 TPH PPC (Operating)", 65 , 0.5 , 0.5 
279,23,Rain Industries Ltd.,Rain Commodities,2006,EXISTING,IU,"Racherla, Kurnool",15.220724,77.930133,South,Andhra Pradesh,Line-2,3800,4000,4000,3.95 x 61,FLS,1.32,1.79,FLS (2006),BM - 5 x 15 m (5600kW),164, 235 , 1.6 , 1.8 
280,23,Rain Industries Ltd.,Rain Commodities,,EXISTING,IU,"Ramapuram, Kodad",16.844161,79.983633,South,Telangana,Line-1,2500,2500,3000,3.6 x 60,WIL,0.83,1.12,WIL,3.8 M Ø x 13.5 M Closed Circuit ,75 TPH, 80 , 0.6 , 0.6 
281,6,C.C.I.,Cement Corporation of India,1973,EXISTING,IU,Rajban,30.521314,77.661013,North,Himachal Pradesh,Line-1,600,300,800,3.6 x 49,FLS,0.10,0.13,,,, 72 , 0.5 , 0.5 
282,6,C.C.I.,Cement Corporation of India,1984,EXISTING,IU,Tandur (Hyderabad),17.309451,77.474986,South,Telangana,Line-1,3000,3500,4500,4.6x70,WIL,1.16,1.57,WIL (1984),2 x BM 4.2 x 15.25,2 x 100 tph OPC @ 3000 cm2/gm, 245 , 1.7 , 1.9 
283,6,C.C.I.,Cement Corporation of India,1974,EXISTING,IU,Akaltara,22.002415,82.408447,Centre,Chhattisgarh,Line-1,1200,1200,1500,4.35 x 64,FLS,0.40,0.54,WIL (1978),BM 4.0 x 13.5,80 TPH OPC @ 3000 Blaine, 92 , 0.6 , 0.7 
284,6,C.C.I.,Cement Corporation of India,1976,EXISTING,IU,Bokajan,26.020811,93.76492,North East,Assam,Line-1,300,300,300,3x40,ACC,0.10,0.13,FLS,Ball Mill,, 36 , 0.2 , 0.3 
285,6,C.C.I.,Cement Corporation of India,1977,EXISTING,IU,Bokajan,26.020236,93.765873,North East,Assam,Line-2,300,300,300,3x40,ACC,0.10,0.13,,,, 50 , 0.3 , 0.4 
286,6,C.C.I.,Cement Corporation of India,1984,EXISTING,IU,Morasa,20.873757,70.549317,West,Gujarat,Line-1,3300,3300,3500,4.35 x 75,FLS,1.09,1.48,,,,, -   , -   
287,6,C.C.I.,Cement Corporation of India,1974,EXISTING,IU,Neemuch,24.541095,74.774387,Centre,Madhya Pradesh,Line-1,1200,1200,1200,4.35 x 64,FLS,0.40,0.54,WIL (1978),BM 4.0 x 13.5,80 TPH OPC @ 3000 Blaine, 92 , 0.6 , 0.7 
288,6,C.C.I.,Cement Corporation of India,,EXISTING,IU,Neemuch,24.540424,74.774635,Centre,Madhya Pradesh,Line-2,3000,3000,3000,,,0.99,1.35,,,,, -   , -   
289,6,C.C.I.,Cement Corporation of India,,EXISTING,IU,Adilabad,19.688278,78.556402,South,Telangana,Line-1,1100,1100,1100,3.6 x 56,ABL,0.36,0.49,WIL (1978),BM 4.0 x 13.5,80 TPH OPC @ 3000 Blaine, 92 , 0.6 , 0.7 
290,6,C.C.I.,Cement Corporation of India,1969,EXISTING,IU,Kurkunta,17.183725,77.346985,South,Karnataka,Line-1,600,600,600,3.6/4.0 x 140,WIL,0.20,0.27,WIL (1968),"3.0 x 14.0
open Circuit",35 TPH OPC @ 3000 Blaine, 40 , 0.3 , 0.3 
291,6,C.C.I.,Cement Corporation of India,,EXISTING,IU,Mandhar,21.334789,81.706909,Centre,Chhattisgarh,Line-1,921,921,1100,,,0.30,0.41,,,,, -   , -   
292,5,C K Birla,JP Cements (Orient),,EXISTING,CU,Babupur,24.609501,80.903392,Centre,Madhya Pradesh,Line-1,3300,3800,4200,4.15 x 64,LNT / FLS,1.25,1.70,NA,NA,NA, -   , -   , -   
293,5,C K Birla,Orient Cement,1979,EXISTING,IU,Devapur,19.033261,79.348969,South,Telangana,Line-1,1350,2000,2000,4.35 x 66,FLS,0.66,0.90,TKIL (1996),"Polycom - 15/8 - C
BM - 3.6m Dia x 11.0m L",100 TPH OPC @ 3000 Blaine, 123 , 0.9 , 0.9 
294,5,C K Birla,Orient Cement,1985,EXISTING,IU,Devapur,19.033733,79.348801,South,Telangana,Line-2,1350,2000,2000,3.8 x 56,KHD,0.66,0.90,KHD (2006),"RP13-140/140 + 
BM 4.2 m Ø x 13.0 m",230 tph PPC @ 3400 cm2/gm, 230 , 1.6 , 1.7 
295,5,C K Birla,Orient Cement,2007,EXISTING,IU,Devapur,19.032271,79.350518,South,Telangana,Line-3,4000,5000,5000,4.15 x 64,FLS,1.65,2.24,KHD (2007),"RP13-140/140 + 
BM 3.8 m Ø x 11.95 m",175 tph PPC @ 3400 cm2/gm, 175 , 1.2 , 1.3 
296,5,C K Birla,Orient Cement,2013,EXISTING,IU,"Chitapur, Gulbarga",17.107631,77.132853,South,Karnataka,Line-1,6600,6600,7500,5.0 x 78,FLS,2.18,2.96,FLS (2013),OK-39.4 (4600kW),298, 300 , 2.1 , 2.3 
297,5,C K Birla,Orient Cement (JP),2007,EXISTING,GU,Bhilai,21.185187,81.3608,Centre,Chhattisgarh,Line-1,,,,,,,,FLS,OK 42.4 (5500kW),PSC - 170 TPH @ 4300 Blaine, 170 , 1.2 , 1.3 
298,5,C K Birla,Orient Cement (JP),2007,EXISTING,GU,Bhilai,21.185037,81.361007,Centre,Chhattisgarh,Line-2,,,,,,,,FLS,OK 42.4 (5500kW),PSC - 170 TPH @ 4300 Blaine, 170 , 1.2 , 1.3 
299,5,C K Birla,Orient Cement,2007,EXISTING,GU,Jalgaon,21.021249,75.682986,West,Maharashtra,Line-1,,,,,,,,KHD,"RP13-140/140
3.0 m Ø x 10.0 m",160 tph PPC @ 3400 cm2/gm, 160 , 1.1 , 1.2 
300,5,C K Birla,Jai Prakash Power Venture (Orient),2010,EXISTING,GU,Nigre,24.159592,81.911698,Centre,Madhya Pradesh,Line-1,,,,,,,,KHD,"RP 16-170/180
4.6 m Ø x 15.75 m",310 TPH PPC @ 3500 Blaine, 310 , 2.1 , 2.4 
301,26,Sagar,Sagar Cement,,EXISTING,IU,"Mattampally, Suryapet",16.767338,79.863036,South,Telangana,Line-1,1600,1700,1700,3.0 x 45,FLS/ L&T,0.56,0.76,Muland,"2.4 M Ø x 10 Mtr. Long closed Circuit,",2 x 20 TPH, 120 , 0.8 , 0.9 
302,26,Sagar,Sagar Cement,,EXISTING,IU,"Mattampally, Suryapet",16.767266,79.862647,South,Telangana,Line-2,4500,6000,6500,4.4 x 65,IKN/PSP,1.98,2.69,Alstom,4.6 M Ø x 14 M long closed in VRPM + Ball Mill,"220 TPH OPC + 125 TPH OPC,                        320 TPH PPC + 150 TPH PPC", 570 , 4.0 , 4.3 
303,26,Sagar,Sagar Cement (Bayyaveram),,EXISTING,GU,Vishakapatnam,17.655678,82.926443,South,Andhra Pradesh,Line-1,,,,,,,,Pfeiffer,"MPS 2500, ",0.15 MTPA, 50 , 0.3 , 0.4 
304,26,Sagar,Sagar Cement (Bayyaveram),,EXISTING,GU,Vishakapatnam,17.655821,82.926559,South,Andhra Pradesh,Line-2,,,,,,,,SCL,3.2 M Ø x 10 M long closed Circuit,0.20 TMPA, 50 , 0.3 , 0.4 
305,26,Sagar,Sagar Cement (Bayyaveram),,PROGRESS,GU,Vishakapatnam,17.655967,82.92621,South,Andhra Pradesh,Line-3,,,,,,,,Pfeiffer,5000 C4,"160 TPH PSC @4000 blaine,
135 TPH slag @4500 blaine", 160 , 1.1 , 1.2 
306,31,Vicat,Vicat Cement,2009,EXISTING,IU,"Chartasala, Gulbarga",17.303554,77.435964,South,Karnataka,Line-1,6000,6200,7000,4.75 x 74,FLS,2.05,2.78,TKIL,"2 x (Polycom - 20/15-9C
BM - 4.0m Dia x 8.5m L)",2 x 200 TPH OPC @ 3200 Blaine, 460 , 3.2 , 3.5 
307,31,Vicat,Bharati Cement Corporation limited,2007,EXISTING,IU,"Nallalingayapalle, Kadapa",14.58793,78.581269,South,Andhra Pradesh,Line-1,4500,4500,5000,4.35 x 67,FLS,1.49,2.02,Loesche,LM 63.3+3 C/S,"360 TPH OPC, 355 TPH PPC, 330 TPH Slag Cement, 300 TPD Slag", 370 , 2.6 , 2.8 
308,31,Vicat,Bharati Cement Corporation limited,2009,EXISTING,IU,"Nallalingayapalle, Kadapa",14.588365,78.579773,South,Andhra Pradesh,Line-2,4500,4500,5250,4.35 x 67,FLS,1.49,2.02,Loesche,2 x LM 56.3+3 C/S,"200 TPH OPC, 220 TPH PPC, ", 440 , 3.0 , 3.3 
309,31,Vicat,Vicat Sagar,2016,Progress,GU,Vizag,,,South,Andhra Pradesh,Line-1,,,,,,,,GPI,MVR 5000 C-4,"PSC - 160 TPH @ 4000 Blaine
Composite Cement - 210 TPH @ 3800 Blaine (Clk-32%, Slag-35%, Flyash-30%, Gyp-3%)
Slag - 135 TPH @ 4500 Blaine, 170 TPH@4200 blaine", 210 , 1.5 , 1.6 
310,24,Rajan Raheja,Prism Cement,1994,EXISTING,IU,Satna,24.56482,81.003747,Centre,Madhya Pradesh,Line-1,6000,6200,6200,4.75 x 75,FLS,2.05,2.78,FLS (1994),2 x (RP - KPP 630/12-1200 (1500kW)+ BM - 4.2 m x 11 m (2540KW)),308, 305 , 2.1 , 2.3 
311,24,Rajan Raheja,Prism Cement,2008,EXISTING,IU,Satna,24.56609,81.003687,Centre,Madhya Pradesh,Line-2,7200,8000,8900,5.0 x 80,FLS,2.64,3.59,FLS (2008),2 x (RP - KPP 750/15-1300 (2000kW) + BM - 4.6 m x 15 m (2 x 2500KW)),506, 500 , 3.5 , 3.8 
312,24,Rajan Raheja,Eco Cement (Prism),,EXISTING,GU,Kaimur,25.223188,83.461023,East,Bihar,Line-1,,,,,,,,WIL,BM 3.8 x 13 m,90 TPH PPC @ 3400 Blaine, 90 , 0.6 , 0.7 
313,27,Sanghi,Sanghi Indus,1994,EXISTING,IU,Adbasa (Jadhva),23.498492,68.578839,West,Gujarat,Line-1,7500,9500,11700,5.60 x 84,FLS,3.14,4.26,"FLS (1994)
FLS (2014)","2 x (HRP 2.08 (2400kW) + BM - 4.2 x 11 m (2700kW))
BM - 4.6 m x 15.5 m (4850KW)",555, 555 , 3.8 , 4.2 
314,18,Mehta,Gujarat Sidhee Cement (Mehta),,EXISTING,IU,Veraval,20.867341,70.564523,West,Gujarat,Line-1,3600,4200,4200,3.75 x 75,FLS,1.39,1.88,FLS (Fuller),2 x BM - Combidan,2 x 125 TPH, 250 , 1.7 , 1.9 
315,18,Mehta,Saurashtra Cement (Mehta),1969,EXISTING,IU,Ranavav,21.704158,69.719526,West,Gujarat,Line-1,4000,4000,4500,3.70 x 61,FLS (Upgraded from WIL in 1981),1.32,1.79,WIL (1970),"2 x (BM 3.6 x 11.5)
close Circuit",2 x 50 TPH OPC @ 3000 Blaine, 115 , 0.8 , 0.9 
316,18,Mehta,Saurashtra Cement (Mehta),1998,EXISTING,IU,Ranavav,21.714158,69.729526,West,Gujarat,Line-2,3000,4000,4500,4.55 x 71,FLS,1.32,1.79,FLS (1998),BM - 4.6 m x 14.0 m (4150KW),122, 122 , 0.8 , 0.9 
317,19,Murli Agro Industries,Murli Agro,2006,EXISTING,IU,Chandrapur,19.787622,79.063594,West,Maharashtra,Line-1,5800,6000,7600,5.2 x 61,KHD,1.98,2.69,LNVT (2006),2 x BM 4.6 x 14 m,2 x 175 TPH, 350 , 2.4 , 2.7 
318,1,ABG Cement,ABG Cement,2008,EXISTING,IU,"Thumdi, Kutch",21.170853,72.693391,West,Gujarat,Line-1,10000,10000,11000,6.00 x 95,FLS,3.30,4.48,Loesche,3 x LM 63.3 + 3C,OPC 303 TPH/PPC 270 TPH/200 TPH slag, 900 , 6.2 , 6.8 
319,32,Wonder Cement,Wonder Cement,2010,EXISTING,IU,Nimbahera,24.66042,74.631333,North,Rajasthan,Line-1,6500,8200,8500,5.6/5.0 x 75,TKIL,2.71,3.68,TKIL,"2 x (Polycom - 20/12-8C
BM - 4.4m Dia x 9 m L)",2 x 200 TPH OPC @ 3200 Blaine, 460 , 3.2 , 3.5 
320,32,Wonder Cement,Wonder Cement,2014,EXISTING,IU,Nimbahera,24.660459,74.632904,North,Rajasthan,Line-2,8000,8200,8500,5.6/5.0 x 75,TKIL,2.71,3.68,TKIL,"2 x (Polycom - 20/13-9C
BM - 5m Dia x 14 m L)",2 x 265 TPH PPC @ 3800 Blaine, 530 , 3.7 , 4.0 
321,32,Wonder Cement,Wonder Cement,2017,Progress,GU,Dhule,21.167502,74.862481,West,Maharashtra,Line-1,,,,,,,,GPI,MVR 6000 C-6,PPC - 265 TPH @ 3500 Blaine (27% Flyash), 265 , 1.8 , 2.0 
322,17,JSW,JSW Cement,2007,EXISTING,IU,"Nandyal,Panyam",15.684949,78.458368,South,Andhra Pradesh,Line-1,6500,6100,6500,5.0 x 72,KHD,2.01,2.73,KHD,"2 x [RP16-170/180] + BM 3.8 m Ø x 11.5 m
4 x [RP16-170/180]","350 tph OPC @ 3200 cm2/gm
2 x 170 tph slag @ 4500 cm2/gm", 690 , 4.8 , 5.2 
323,17,JSW,JSW Steel -Indorama Cement,,EXISTING,GU,Raigad,18.683523,73.045293,West,Maharashtra,Line-1,,,,,,,,UBE,VRM - UM 40.4 S,72 TPH Slag @ 3800 Blaine, 72 , 0.5 , 0.5 
324,17,JSW,JSW,2015,Progress,GU,Dolvi,18.682565,73.037162,West,Maharashtra,Line-1,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
325,17,JSW,JSW,2015,EXISTING,GU,"Vijay Nagar, Bellary",15.180003,76.700233,South,Karnataka,Line-1,,,,,,,,Loesche,LM 46.2+2S,90 TPH Slag, 90 , 0.6 , 0.7 
326,17,JSW,JSW,2015,EXISTING,GU,Vijay Nagar,15.179301,76.700743,South,Karnataka,Line-1,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
327,17,JSW,JSW,2015,Progress,GU,Vijay Nagar,15.179173,76.701657,South,Karnataka,Line-2,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
328,17,JSW,JSW,2015,EXISTING,GU,Salboni,22.576499,87.310502,East,West Bengal,Line-1,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
329,17,JSW,JSW,2015,Progress,GU,Salboni,22.575677,87.310426,East,West Bengal,Line-2,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
330,17,JSW,JSW,2015,Progress,GU,Jajpur,,,East,Odisha,Line-1,,,,,,,,KHD,2 x RP 16 170/180,"SLAG - 2 x 90 TPH @ 4500 Blaine
OPC - 2 x 110 TPH @ 3500 Blaine", 180 , 1.2 , 1.4 
331,17,JSW,Shiva Cement,2016,EXISTING,GU,Kalunga,22.228963,84.416267,East,Odisha,Line-1,,,,,,,,,,0.2 MTPA, 25 , 0.2 , 0.2 
332,29,Star Cement / CMCL,CMCL-star cement,2003,EXISTING,IU,jaintia hills,25.176755,92.389611,North East,Meghalaya,Line-1,1250,1250,1250,3.4 x 54,WIL,0.41,0.56,WIL (2003),BM 3.6 x 12.07 m,60 TPH OPC @ 3000 Blaine, 70 , 0.5 , 0.5 
333,29,Star Cement / CMCL,CMCL-star cement,2011,EXISTING,IU,jaintia hills,25.179274,92.391052,North East,Meghalaya,Line-2,4500,5700,6000,4.4 x 67,KHD,1.88,2.55,KHD (2016),"RP7-170/90 + 
BM 3.6 m Ø x 11.9 m",150 tph PPC @ 3600 cm2/gm, 150 , 1.0 , 1.1 
334,29,Star Cement / CMCL,Meghatech Engineering Pvt. Ltd. (CMCL),,EXISTING,GU,Lumshnong,25.18408,92.376603,North East,Meghalaya,Line-1,,,,,,,,,,, 70 , 0.5 , 0.5 
335,29,Star Cement / CMCL,CMCL-star cement,,EXISTING,GU,jaintia hills,25.176755,92.389611,North East,Meghalaya,Line-1,,,,,,,,,,1.8 MTPA (1.3 MTPA - IU), 70 , 0.5 , 0.5 
336,29,Star Cement / CMCL,CMCL-Hired,,EXISTING,GU,West Bengal,,,East,West Bengal,,,,,,,,,,,0.7 MTPA, 90 , 0.6 , 0.7 
337,29,Star Cement / CMCL,Star Cement - CMCL,,EXISTING,GU,Chamata Pathar,26.131673,92.003492,North East,Assam,Line-1,,,,,,,,Loesche,LM 53.3+3 CS,225 TPH PPC (2.1 MTPA), 260 , 1.8 , 2.0 
338,10,Emami,Emami Cement,2014,EXISTING,IU,Baloda Bazar,21.631167,82.112009,Centre,Chhattisgarh,Line-1,9000,9000,10000,5.5 x 86,FLS,2.97,4.03,GPI,MVR 6000 C-6,"OPC/PPC - 335 TPH @ 3000 Blaine
Slag - 180 TPH @ 4500 Blaine", 335 , 2.3 , 2.5 
339,10,Emami,Emami Cement,2016,EXISTING,GU,Burdwan,23.439035,87.510817,East,West Bengal,Line-1,,,,,,,,GPI,MVR 6000 C-6,"OPC/PPC - 335 TPH @ 3000/3500 Blaine
Slag - 180 TPH @ 4500 Blaine", 335 , 2.3 , 2.5 
340,10,Emami,Emami Cement,2016,Progress,GU,"Baugunea, Cuttack",20.605413,86.011397,East,Odisha,Line-1,,,,,,,,GPI,MVR 6000 C-6,"OPC/PPC - 335 TPH @ 3000/3500 Blaine
Slag - 180 TPH @ 4500 Blaine", 335 , 2.3 , 2.5 
341,21,Others,UP State Cement Corporation Co. Ltd. (acquired by JP),1977,EXISTING,IU,Chunar,25.086122,82.903135,North,Uttar Pradesh,Line-1,1200,1200,1200,4.2 x 68,WIL,0.40,0.54,WIL (1977),Ball Mill - 4 x 41 TPH,4 x 41 TPH OPC, 189 , 1.3 , 1.4 
342,21,Others,UP State Cement Corporation Co. Ltd. (acquired by JP),1977,EXISTING,IU,Chunar,25.088277,82.902229,North,Uttar Pradesh,Line-2,1200,1200,1200,4.2 x 68,WIL,0.40,0.54,WIL (1977),Ball Mill - 4 x 41 TPH,4 x 41 TPH OPC, 189 , 1.3 , 1.4 
343,21,Others,Parashakti Cement,2000,EXISTING,IU,"Rentachintala, Guntur",16.623843,79.503072,South,Andhra Pradesh,Line-1,900,1500,1700,3.2 x 45,WIL,0.50,0.67,WIL (2000),1X BM 3.4 x 11 m,60 TPH OPC @ 3000 Blaine, 55 , 0.4 , 0.4 
344,21,Others,Parashakti Cement,2006,EXISTING,IU,"Rentachintala, Guntur",16.624537,79.502858,South,Andhra Pradesh,Line-2,2000,2600,2700,3.4 X 54,WIL,0.86,1.17,WIL (2006),1 X BM 4.2 x 15 m,120 TPH OPC @ 3000 Blaine, 125 , 0.9 , 0.9 
345,21,Others,Panyam Cements & Mineral Industries,,EXISTING,IU,"Bugganipalle, Kurnool",15.499614,78.210697,South,Andhra Pradesh,Line-1,2000,2000,2500,3.3 x 53,ACC,0.66,0.90,ACC,CM-1 : 2 M x 11 M long ,12 TPH, 12 , 0.1 , 0.1 
346,21,Others,Panyam Cements & Mineral Industries,,EXISTING,IU,"Bugganipalle, Kurnool",15.50033,78.210657,South,Andhra Pradesh,Line-2,600,700,800,3.4 x 64.15,ABB,0.23,0.31,ABB,CM-2 : 2.4 M x 13.716 M long ,18 TPH, 18 , 0.1 , 0.1 
347,21,Others,Panyam Cements & Mineral Industries,,EXISTING,IU,"Bugganipalle, Kurnool",15.500438,78.210442,South,Andhra Pradesh,Line-3,800,900,1000,3.75 x 54,KHD,0.30,0.40,KHD,"CM-3 : 3.0 M x 13.56 M long,
CM-4 : 2.4 x 13.716 M long,
CM-5 : 2.0 x 11 M long","38.5 TPH,
18 TPH,
12 TPH", 69 , 0.5 , 0.5 
348,21,Others,The KCP (Ramakrishna),1986,EXISTING,IU,Macherla (Guntor),16.469136,79.436207,South,Andhra Pradesh,Line-1,1500,2000,3000,4.20 x 38,FLS,0.66,0.90,KHD/AIA,BM 4.2 x 14.45 m / Mill mfd by KCP w/s,115 TPH, 115 , 0.8 , 0.9 
349,21,Others,The KCP,2009,EXISTING,IU,Muktiyala,16.836184,80.063289,South,Andhra Pradesh,Line-1,4500,5000,5000,4.2 x 65,KHD,1.65,2.24,KHD,2 x BM 4.25 x 12.75 m,2 x 115/150 TPH OPC/PPC @ 3200/3600 Blaine , 320 , 2.2 , 2.4 
350,21,Others,The KCP,2016,PROGRESS,IU,Muktiyala,16.836662,80.06424,South,Andhra Pradesh,Line-2,4500,4500,5000,4.2 x 64,KHD,1.49,2.02,Loesche,LM 53.3 + 3 C,210 TPH OPC, 258 , 1.8 , 2.0 
351,21,Others,Kalyanpur Cements,1991,EXISTING,IU,Banjari,24.670472,83.988157,East,Bihar,Line-1,1650,1700,2200,3.6 x 51,KHD,0.56,0.76,KHD (1992),"RP15-140/120
RP15-140/120 + BM 3.0 m Ø x 13.25 m","60 tph slag @ 3200 cm2/gm
95 tph PPC @ 4000 cm2/gm", 155 , 1.1 , 1.2 
352,21,Others,Deccan Cement,1985,EXISTING,IU,"Bhavanipuram, Nalgonda",16.710169,79.710491,South,Telangana,Line-1,1500,1500,1600,3 x 45,FLS,0.50,0.67,WIL/Loesche,2.4 M Ø x 10 M Closed Circuit + VRM 35 TPH,18 TPH OPC + 35 TPH, 60 , 0.4 , 0.5 
353,21,Others,Deccan Cement,2007,EXISTING,IU,"Bhavanipuram, Nalgonda",16.71148,79.710588,South,Telangana,Line-2,3000,3500,3800,3.8 x 56,KHD,1.16,1.57,KHD,4.6 M Ø x 14.5 M Closed Circuit ,150 TPH, 160 , 1.1 , 1.2 
354,21,Others,Tamilnadu Cements Corp,1977,EXISTING,IU,Ariyalur,11.146659,79.097838,South,Tamilnadu,Line-1,750,750,750,3.8 x 56,WIL,0.25,0.34,,,,, -   , -   
355,21,Others,Tamilnadu Cements Corp,1977,EXISTING,IU,Ariyalur,11.146678,79.098457,South,Tamilnadu,Line-2,750,750,750,3.8 x 56,WIL,0.25,0.34,WIL (1978),BM 4.2 x 12.25,80 TPH OPC @ 2800 Blaine, 92 , 0.6 , 0.7 
356,21,Others,Tamilnadu Cements Corp,,EXISTING,IU,Alangulam,9.374609,77.678364,South,Tamilnadu,Line-2,1000,1200,1300,3.8 x 56,,0.40,0.54,,,, 36 , 0.3 , 0.3 
357,21,Others,Malabar Cements,1980,EXISTING,IU,Palghat,10.848157,76.835723,South,Kerala,Line-1,1200,1400,1500,4.4 x 65,WIL,0.46,0.63,"WIL (1980)
Beumer (2001)","BM 3.8 x 15.5 m
BM φ 3.2 x 12.5 m","80 TPH OPC @ 2800 Blaine
50 TPH PPC", 142 , 1.0 , 1.1 
358,21,Others,Tisco Cement (Tata Chemicals),1992,EXISTING,IU,Mithapur,22.401267,69.020087,West,Gujarat,Line-1,1000,2500,3000,3.95 x 62,FLS,0.83,1.12,,,, 43 , 0.3 , 0.3 
359,21,Others,Bagalkot Udyog (Kanoria Ind),1982,EXISTING,IU,"Bagalkot, Bizapur",16.177808,75.682108,South,Karnataka,Line-1,1000,1200,1200,4.1 x 64,AVB,0.40,0.54,"2 Nos. AVB
1 No. FLS",3 x BM ,35 tph + 30 tph + 15 tph, 80 , 0.6 , 0.6 
360,21,Others,Shriram Cement Works,,EXISTING,IU,Kota,25.135102,75.888567,North,Rajasthan,Line-1,800,800,1200,3.6 x 52,FCD France,0.26,0.36,,,, 52 , 0.4 , 0.4 
361,21,Others,Trumboo Industries Ltd,2004,EXISTING,IU,"Khrew, Srinagar",34.054948,75.014957,North,Jammu & Kashmir,Line-1,1200,1300,1500,3.2 x 47,TKIL,0.43,0.58,TKIL (2004 & 2011),"BM - 3.4m Dia x 11m L
BM - 3.2m Dia x 10.5 m (EGL)","45 TPH OPC @ 3000 Blaine
35 TPH OPC @ 3000 Blaine", 92 , 0.6 , 0.7 
362,21,Others,J&K cement(kyber),2002,EXISTING,IU,Tulpow Khunmoh,34.077887,74.975555,North,Jammu & Kashmir,Line-1,800,900,1200,3.00 x 45,FLS,0.30,0.40,"FLS (2002)
FLS (2014)","BM - 3.5 x 10.5 m (1500kW)
HRP 0.6-C (480 kW) - Pregrinder",69, 70 , 0.5 , 0.5 
363,21,Others,J&K cement,2010,EXISTING,IU,Khrew,34.03279,75.015953,North,Jammu & Kashmir,Line-1,600,500,600,3 x 45,Promac,0.17,0.22,Promac,BM 3 x 12 m,30 TPH OPC @ 3000 Blaine, 35 , 0.2 , 0.3 
364,21,Others,Saifco. Cement Pvt. Ltd.,2002,EXISTING,IU,Jammu & Kashmir,34.074309,74.967585,North,Jammu & Kashmir,Line-1,600,500,600,3 x 45,Promac,0.17,0.22,"Promac
CPW","BM 2.8 x 13 m
BM 3 x 10.5",2 x 30 TPH OPC @ 2700 Blaine, 69 , 0.5 , 0.5 
365,21,Others,Bhavya Cement,2010,EXISTING,IU,"Dachepalle, Guntur",16.655164,79.813883,South,Andhra Pradesh,Line-1,3600,4000,4000,4 x 60,LNVT,1.32,1.79,LNVT (2010),2 x BM 3.8 x 13.5 m,2 x 80 TPH OPC, 190 , 1.3 , 1.4 
366,21,Others,KJS Cement,2009,EXISTING,IU,"Maihar, Satna",24.255598,80.797167,Centre,Madhya Pradesh,Line-1,6000,6500,7000,4.75 x 74,FLS,2.15,2.91,Loesche,LM 63.3 + 3C,375 TPH OPC /385 TPH PPC, 385 , 2.7 , 2.9 
367,21,Others,Hemadri Cement,1986,EXISTING,IU,"Vedadri, Jaggayyapet",16.811877,80.147341,South,Andhra Pradesh,Line-1,750,800,800,3 x 45,WIL,0.26,0.36,WIL,2.4 M Ø x 10 M Closed Circuit / 2.2 M x 10 M Long,18 + 16 TPH, 40 , 0.3 , 0.3 
